Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
575,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.383581787,0.395502524,30.27497178,3948.986911
576,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.343963231,0.381851426,28.79344014,3502.082918
577,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.498218761,0.450786211,36.39193423,6107.382466
578,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.5143032,0.454917386,36.6742427,6157.054843
579,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.465538066,0.419747673,33.84707944,5556.374604
580,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.464824509,0.408038131,32.66436708,5741.314175
581,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.484089347,0.442111609,35.27931173,5529.066137
582,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.468832886,0.436865942,34.62804711,5538.913011
583,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.439101795,0.398255665,31.86729396,5178.270314
584,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.397461189,0.382602075,29.97539813,4323.930991
585,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.517993775,0.461801728,37.62889677,6182.750871
586,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.542163836,0.471828735,38.70569591,7004.015537
587,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.496270554,0.448256199,35.89837298,5750.881068
588,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.519208599,0.459101737,37.07093657,6493.472526
589,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.476126065,0.437922725,34.66515546,5393.564335
590,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,34,0.56,0.420206355,0.417915449,32.71791783,4808.609022
591,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.400444088,0.403128905,31.08154655,4572.126366
592,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.350874635,0.384432592,29.05187144,3511.537898
593,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.506793789,0.45230956,36.43643589,6493.637124
594,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.529779854,0.463982188,37.77937909,6880.775896
595,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.462996546,0.405525072,32.79766623,5684.143505
596,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.452394363,0.401162763,32.02764698,5732.24032
597,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.4965362,0.451036893,36.28998253,6135.699979
598,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.479449351,0.43910209,34.86353984,5720.723161
599,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.451103585,0.402855862,32.40278346,5455.118908
600,25,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.38581266,0.375406416,29.13659362,4245.285732
601,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.490242145,0.443889013,35.43484314,5772.910164
602,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.523845567,0.460305334,37.27729673,6521.291119
603,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.476911433,0.438586418,34.77712169,5498.438442
604,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.502398084,0.453649741,36.60011315,6019.262475
605,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,24,0.39,0.454381334,0.42782472,33.55926075,5236.03334
606,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,34,0.56,0.395387929,0.403476889,31.06245643,4305.511821
607,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.386011221,0.397661192,30.5255093,4056.834271
608,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.334220017,0.377888031,28.28409524,3501.179921
609,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.514086408,0.456066643,36.83081961,6397.355689
610,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.510668562,0.452680279,36.3863589,6279.338501
611,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.458581988,0.408444733,32.78937613,5834.98164
612,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.46424992,0.409987805,33.0201908,5902.33288
613,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.477641079,0.439395296,34.89511705,5639.445205
614,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.461575073,0.431142084,34.0390339,5005.329973
615,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.41985138,0.383219703,30.22351864,4867.94772
616,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.408797854,0.389204379,30.73453761,4574.813873
617,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.506346175,0.452100321,36.3623002,6190.665974
618,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,1,0.1,0.51425307,0.453028369,36.40698205,6254.655109
619,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.488876344,0.445474763,35.59821657,5696.026057
620,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.507115625,0.451012573,36.14878201,6315.233209
621,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,24,0.39,0.460510431,0.430077888,33.85831713,5492.81699
622,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.39936701,0.406618165,31.38338142,4320.874157
623,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.407072571,0.409248903,31.78225878,4587.385566
624,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.354086468,0.388135964,29.37301155,3712.997856
625,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.508296527,0.45370258,36.57388769,6301.034422
626,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.532482559,0.465680233,37.90850822,6752.016952
627,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.444479717,0.395435754,31.64262219,5388.50369
628,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.470593127,0.411220309,33.16394425,5931.752803
629,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.49368953,0.447157374,35.80706195,5837.215029
630,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.468192461,0.435692713,34.5553911,5154.975914
631,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.466109593,0.414753539,33.28905228,5932.239093
632,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.390657895,0.37863215,29.46743356,4163.823044
633,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,16,0.26,0.517170184,0.456752669,36.82658691,6155.896087
634,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.539252868,0.469978321,38.48035199,6994.248011
635,25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.492809568,0.444139023,35.34533175,5649.03716
636,25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.52380127,0.463058596,37.69400303,6515.261449
637,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.469631675,0.434132503,34.2751629,5498.583951
638,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,34,0.56,0.421629852,0.414272565,32.15868546,4584.453554
639,25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.403217329,0.404869033,31.23191007,4218.327986
640,25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.362183686,0.388821721,29.37060684,3680.560247
641,25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.509158377,0.450886886,36.13019216,6236.707106
642,25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.53255682,0.467558508,38.1617313,7005.038599
643,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.464972316,0.413380913,33.34012862,6013.407593
644,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.478000734,0.41951938,34.20555034,6260.473628
645,25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.490016595,0.445717779,35.64822051,5830.89362
646,25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.485548321,0.440675594,35.02172542,5531.351743
647,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.452690306,0.401506621,32.27459053,5495.365345
648,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.41545835,0.392836179,31.10253472,4865.399969
649,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.525063322,0.461903766,37.52274536,6235.452776
650,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.551264467,0.478135139,39.4849869,6821.808099
651,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.52332906,0.463275619,37.72210168,6328.893321
652,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.53513718,0.469892556,38.52587501,6528.79888
653,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.482854142,0.445484498,35.70587779,5428.106015
654,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.421448998,0.414830175,32.16492155,4558.980717
655,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.391627198,0.402226397,31.02327724,4062.739528
656,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.358261487,0.388145286,29.38856018,3396.729889
657,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.534251703,0.467723959,38.19630554,6503.272041
658,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.559215109,0.479010781,39.47518677,7085.063077
659,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.492994856,0.427177542,34.94019505,5791.456731
660,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.507541905,0.43494618,35.93380223,6251.611839
661,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.521414646,0.462795445,37.71251297,6409.140005
662,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.504169517,0.453131061,36.43071573,5794.891846
663,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.470881648,0.413625114,33.87425241,5569.139254
664,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.434666745,0.401067837,31.93547883,4858.240729
665,25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.542831206,0.471592749,38.72243878,6575.592668
666,25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.564904359,0.486003684,40.41794736,6998.378752
667,25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.51884433,0.461179325,37.405241,6226.285142
668,25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.538550337,0.473993739,39.09961353,6643.901898
669,25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.498058212,0.453507667,36.68258785,5946.158422
670,25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,34,0.56,0.434546355,0.424380104,33.43397592,4696.443943
671,25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.41016336,0.410575532,31.79765098,4560.22361
672,25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.378917495,0.399556226,30.68026439,3983.097848
673,25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.542170237,0.471161461,38.69800786,6992.823141
674,25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.568853507,0.485912698,40.35118636,7536.096872
675,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.499992838,0.431448682,35.55891105,6491.223531
676,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.502785174,0.430113965,35.52053432,6702.780378
677,25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.520587192,0.46326367,37.74750888,6263.807879
678,25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.515012624,0.459420676,37.21402074,5966.711278
679,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.478469338,0.421839609,34.26003436,5695.564416
680,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.430443779,0.402182926,32.09005649,4737.639245
681,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.546003143,0.475965002,39.18675925,6580.396963
682,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.571708025,0.491813116,41.21921269,7628.6476
683,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.531583632,0.465366894,37.90930402,6465.372048
684,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.552071106,0.476382696,39.23039094,6903.873395
685,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.511522719,0.460322355,37.44044874,6020.87569
686,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.446141264,0.426437069,33.44212024,5004.154338
687,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.437424398,0.423861178,33.3532206,4913.222919
688,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.390063566,0.402362581,30.87322424,4010.552148
689,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.548367299,0.47767525,39.46756134,6958.174787
690,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.576561833,0.490467439,40.84711944,7804.627951
691,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.499125312,0.430330293,35.22201111,6493.258285
692,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.495987728,0.424657113,35.16668937,6449.041569
693,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.524563481,0.463821541,37.75813832,6327.008075
694,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.51175153,0.459224426,37.29886067,5919.430755
695,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.48638367,0.423927032,34.87598919,6060.641491
696,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.425634435,0.392668897,31.13021301,4789.596969
697,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.524635459,0.464066853,37.78638255,6412.473451
698,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.558537787,0.480847944,39.8226933,7117.950381
699,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.520756415,0.460795368,37.38218685,6274.934837
700,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.525947983,0.46389552,37.72398079,6422.922094
701,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.489635345,0.445497348,35.6026819,5645.146626
702,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.422547698,0.416785571,32.5057415,4493.644089
703,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.410849197,0.409862936,31.86773783,4489.22384
704,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.37680364,0.39617025,30.15219795,3748.465467
705,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.53427161,0.464165541,37.70659201,6608.041629
706,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.566355374,0.483787993,39.98873363,7565.211237
707,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.487117428,0.423053154,34.5252582,5911.49359
708,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.500207249,0.431267232,35.31400484,6543.971817
709,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.508275418,0.455880077,36.80735327,5916.862241
710,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.493693466,0.447597174,35.84349356,5597.022161
711,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.479826829,0.424609234,34.83881461,5739.680287
712,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.42213693,0.394711432,31.11988062,4641.001514
713,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.553663086,0.478760617,39.50571347,6948.2288
714,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.566413581,0.486368192,40.45342047,7236.090253
715,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.527591617,0.464639165,37.78228845,6327.477365
716,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.562619298,0.485752533,40.40291611,7071.833949
717,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.502979625,0.450692194,36.16966007,5755.700162
718,25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.440473059,0.427430828,33.749712,4926.279024
719,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.425493214,0.418732102,32.85641894,4575.769909
720,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.395911623,0.408088064,31.67018669,4201.435956
721,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.550864261,0.476928353,39.33656697,6909.429998
722,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.551234401,0.477126551,39.33251373,6842.760562
723,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.477123825,0.416309732,33.99420814,5865.384715
724,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.496618271,0.424803532,34.76957798,6467.654764
725,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.526501878,0.463561831,37.67361372,6591.781181
726,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.508104246,0.456826317,37.02918026,6150.842053
727,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.476202171,0.419215723,34.09291711,5544.621725
728,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.427020997,0.393418576,31.37824094,4644.601168
729,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.548124898,0.475847288,39.18303615,6754.448935
730,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.565324698,0.482227496,39.82088488,7423.469876
731,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.53434503,0.468896154,38.34358882,6347.560759
732,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.560445243,0.483702858,40.12609155,7415.894412
733,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.512307598,0.457772938,37.12143292,6097.442847
734,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.450102564,0.428771298,33.76469664,5033.685563
735,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.436893878,0.423246366,33.3406292,5009.962222
736,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.387861179,0.400831119,30.74970088,3901.989548
737,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.546259537,0.473088807,38.82636429,6919.34518
738,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.569329938,0.486931048,40.50451387,7771.010274
739,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.498715892,0.431072001,35.18441169,6034.642135
740,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.498696418,0.432754792,35.40935334,6189.779795
741,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.528899809,0.465807165,37.9611224,6515.305873
742,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.513772901,0.45807618,37.08458041,5862.805454
743,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.489723491,0.426371416,34.97653895,5945.89951
744,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.449875425,0.413096652,33.23980604,5330.631336
745,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.545028739,0.473660277,38.94515185,6707.592585
746,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.55599359,0.477181542,39.23411184,7007.66825
747,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.529162599,0.466670798,38.15150253,6594.044595
748,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.543722877,0.474952374,39.15823782,6687.259259
749,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.485336051,0.444703745,35.55753695,5605.221001
750,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.423038771,0.416537797,32.41723682,4710.858646
751,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.410253857,0.408851197,31.6656798,4418.44126
752,25,0.5,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.363726236,0.391441876,29.73999168,3631.905444
753,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.538604193,0.468763134,38.3177098,6663.000678
754,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.558394035,0.478666426,39.44864975,7184.013843
755,25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.494677622,0.429702536,34.78488765,6292.960756
756,25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.502842336,0.430368732,35.18597077,6374.444297
757,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.5138891,0.458966196,37.20955415,6180.951419
758,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.496826261,0.447095519,35.75622341,5700.243243
759,20,0,0.117,0.409,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.380852104,0.39604355,30.05252128,3923.906282
760,20,0,0.202,0.707,0.101,86,52,71.9,62,30,50.8,3.77,0.06,0.492759727,0.443519907,35.31195693,5718.408168
761,20,6.64,0,0,0,86,52,71.9,62,30,50.8,3.77,0.06,0.508675267,0.336240383,24.60174115,4936.36477
762,20,18.43,0,0,0,86,52,71.9,62,30,50.8,3.77,0.06,0.559628479,0.364936839,27.10639138,6131.30938
763,20,6.64,0.065,0.229,0.033,86,52,71.9,62,30,50.8,3.77,0.06,0.539255853,0.382996774,28.88711983,5686.121958
764,20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.408178454,0.403204844,30.90686128,4225.961314
765,20,18.43,0.042,0.147,0.021,86,52,71.9,62,30,50.8,3.77,0.06,0.55788532,0.377596581,28.55641695,6276.410544
766,20,0,0.042,0.147,0.021,86,52,71.9,62,30,50.8,3.77,0.06,0.192731658,0.311920972,22.07919927,1637.704022
767,20,0,0.585,0,0,86,52,71.9,62,30,50.8,3.77,0.06,0.599984054,0.52979144,46.58510536,7575.801245
768,20,0,0,0.585,0,86,52,71.9,62,30,50.8,3.77,0.06,0.249334678,0.320727305,23.41277571,2605.696759
769,20,0,0,0,0.585,86,52,71.9,62,30,50.8,3.77,0.06,0.361519212,0.389814772,29.55949395,4254.825135
770,20,0,0.293,0.234,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.497503209,0.453338519,36.63337572,5449.421199
771,20,0,0.058,0.409,0.117,86,52,71.9,62,30,50.8,3.77,0.06,0.33592747,0.377011619,28.13589892,3471.192143
